episode,rewards,lengths
0,-16.973934084518973,10
1,-4.185991695985677,23
2,-3.6628923331592915,33
3,-21.109626881625452,400
4,-2.121624699289604,59
5,-0.45490807247273907,71
6,-0.773656877763409,21
7,-0.7673700692020956,18
8,-11.750451174154984,400
9,-0.6552251809443944,24
10,-0.5286276321388566,13
11,-13.232199025476687,400
12,-1.8052849614838506,68
13,-0.47901862256904115,22
14,-1.0109272231025037,56
15,-2.8391054921851238,78
16,-1.8556035655055032,46
17,-1.388734335758929,35
18,-1.0199977611320965,41
19,-1.8105554057875597,94
20,-0.41591355977811695,26
21,-1.1435718349227941,131
22,-1.1091180596991088,38
23,-0.4563032355614067,24
24,-1.0007896912603074,44
25,-2.131163495346294,73
26,-0.4198012434058237,21
27,-3.299852028206219,113
28,-2.709922440267953,91
29,-2.047846887353137,81
30,-0.9365949037884895,60
31,-7.679764883917375,241
32,-11.360342634088664,400
33,-0.666672831264931,25
34,-0.8059032055325928,34
35,-1.034127050573449,21
36,-1.2850879865341385,45
37,-1.7945246237860157,37
38,-0.9915158172939165,25
39,-0.18771776248986433,23
40,-2.2560651805029726,68
41,-0.8318133345974804,43
42,-0.872882095511437,36
43,-4.965906271991048,155
44,-1.0580660967772761,38
45,-0.5602314242217764,15
46,-0.026515409301168802,10
47,-2.079792647565223,68
48,-4.046369968459903,121
49,-1.12544173228486,31
50,-0.17025102205534684,26
51,-1.0486083214480078,34
52,-6.0203393030414984,155
53,-1.9761168038640415,46
54,-2.25345208191055,76
55,-1.834221967775864,56
56,-0.7123102665828079,36
57,-1.0070465458706703,40
58,-1.6265935965502203,39
59,-0.4985164002308742,14
60,-1.2638604148080341,58
61,-0.2839694212898606,9
62,-0.7070211579743606,24
63,-1.793292288132533,88
64,-0.7091827343529803,26
65,-0.6216705820485563,14
66,-1.3782005789885918,80
67,-11.588163600398198,400
68,-0.22673062564710225,20
69,-1.1702092778915802,45
70,-12.498308243290895,400
71,-1.5374642138008285,51
72,-0.43756331621529737,19
73,-3.1511825487226734,72
74,0.003591219091565609,39
75,-0.8054013502886996,58
76,-1.4955220128099926,26
77,-0.7871760227901748,17
78,-0.14463122926781158,15
79,-0.7688021032888172,17
80,-0.509721242353916,27
81,-0.9512767171395972,48
82,-0.3681188424757072,13
83,-3.2245489999674333,113
84,-1.0450956820275012,72
85,-0.20492353275603115,22
86,-0.7769257110078854,21
87,-1.0416044226270431,56
88,-0.643979977889421,15
89,-1.1886389542037687,57
90,-2.5678408842085703,98
91,-2.0022131373927796,66
92,-0.4911959307025488,23
93,-0.6337236563222153,16
94,-10.724417129100862,400
95,-1.7089812664310942,29
96,-2.0135413220267715,57
97,-0.9478919724055288,24
98,-10.681544856635254,400
99,-0.5004908901815869,17
100,-1.5301641208172985,29
101,-0.9197827829910086,59
102,0.23914004981305753,24
103,-0.9840144213410927,70
104,-12.111390334300328,400
105,-3.945096901777207,136
106,-2.4034216231203125,68
107,-1.347658945580974,62
108,-0.5760860253024654,38
109,-9.489647746950533,400
110,-0.8735652831372552,68
111,-2.2428377754879225,67
112,-2.884688645248498,124
113,-0.7430188974614222,39
114,-1.1289545289855183,52
115,0.037399779406979666,22
116,-0.7898276768646297,74
117,-1.0852330446586198,37
118,-1.7931666309082912,71
119,-0.5473091060387227,38
120,-0.7309513396745474,18
121,-1.585653441152481,57
122,-1.1993834167303927,75
123,-1.3712733511312172,30
124,-2.469032664239046,70
125,-0.4822563882733262,13
126,-0.41734274161431173,49
127,-2.359965283568108,107
128,-1.4279321274052346,44
129,-0.7046516860717106,35
130,-1.314271849084804,53
131,-2.354208464091156,65
132,-2.489081151842925,83
133,-2.779836348732242,116
134,-10.738397618493185,400
135,-0.5461196622297458,22
136,-0.33738038637858814,27
137,-1.4673046149846525,58
138,-2.092242385422046,56
139,-1.8115541156704975,103
140,-0.6576220114218558,35
141,-1.0017839167429259,108
142,-0.530883404142872,24
143,-10.319567306659659,400
144,-0.5700246923554443,21
145,-11.244550702561027,400
146,-1.422640955270789,35
147,-0.6515119308170867,17
148,-11.228785981452752,400
149,-1.0263293980969892,32
150,-0.7881725174611676,20
151,-11.350022090798092,400
152,-0.5337837865239566,38
153,-3.137145878922676,64
154,-1.027341896847306,46
155,-3.6873043222204553,94
156,-0.44849819710457184,21
157,-0.6806659217726028,27
158,-0.42598148469332187,14
159,-0.8447258371329828,80
160,-0.8009219585477158,36
161,-0.6820912531238053,34
162,-2.4259715526445813,72
163,-2.6136268042875206,112
164,-1.2859104624127073,33
165,-2.4171270370681106,108
166,-0.24969392564304985,16
167,-1.5463752448741344,63
168,-0.8593155960999914,38
169,-0.5468173536933699,20
170,-0.5757186081795646,70
171,-1.26702305918348,58
172,-1.0216623028720961,37
173,-12.286785941119069,400
