episode,rewards,lengths
0,-31.891545988395738,200
1,-5.221770153309133,200
2,-10.315664096177393,200
3,-7.070671945200571,200
4,-6.613890139348436,200
5,-12.865128778701601,200
6,-11.128700468396271,200
7,-9.137013591191936,200
8,-13.827034283648743,200
9,-8.323488758162926,200
10,-7.815448725058309,200
11,-13.944796330889005,200
12,-7.325720720707055,200
13,-5.860528122561619,200
14,-12.63991007010888,200
15,-6.729641320254271,200
16,-7.532678125248474,200
17,-6.797079798550541,200
18,-12.781001875550269,200
19,-10.04034218924693,200
20,-7.078203090562455,200
21,-6.494207452054202,200
22,-5.868134725958375,200
23,-5.701291352510423,200
24,-6.182597614350737,200
25,-6.5055323820868525,200
26,-10.92757458294577,200
27,-10.943446834592322,200
28,-8.08189279885548,200
29,-9.904913146033515,200
30,-11.564924809203784,200
31,-8.206988817849044,200
32,-13.72303602365119,200
33,-6.565520213753284,200
34,-10.742170047756511,200
35,-7.2350256390464125,200
36,-13.170044242472954,200
37,-11.540004285364448,200
38,-7.620503817754814,200
39,-7.3608850199769655,200
40,-10.342267697946214,200
41,-6.080862350258724,200
42,-6.772886987593256,200
43,-7.5242616836647525,200
44,-7.41175395206229,200
45,-7.787093230172503,200
46,-13.811556619430046,200
47,-7.500922283762869,200
48,-7.178280254205969,200
49,-7.56805691307178,200
50,-9.303301812771878,200
51,-6.131861753180562,200
52,-13.100418438372408,200
53,-10.6797660753296,200
54,-7.763350136790182,200
55,-8.22033882143561,200
56,-7.849274163340849,200
57,-10.475400630600923,200
58,-11.260015015645518,200
59,-6.761018389256255,200
60,-7.379431649586391,200
61,-9.574694837333093,200
62,-8.576546766886262,200
63,-8.802208030622158,200
64,-8.972247762140071,200
65,-8.007020174483149,200
66,-9.68571670636054,200
67,-8.857000428150084,200
68,-8.970186853189464,200
69,-13.098836359380435,200
70,-11.225535489919638,200
71,-7.860561374317857,200
72,-14.937706874650601,200
73,-10.769647057585749,200
74,-10.017586887835082,200
75,-14.325358620443458,200
76,-9.808490373720012,200
77,-8.203049703221124,200
78,-6.651414397685619,200
79,-9.99825061513835,200
80,-7.375706623856517,200
81,-9.072826857478573,200
82,-14.94027769989189,200
83,-7.952533383310159,200
84,-9.645166973747067,200
85,-10.025690566771544,200
86,-11.870255308225586,200
87,-11.521547172043054,200
88,-11.377740842590537,200
89,-8.453854790262797,200
90,-6.833370967958979,200
91,-15.263741059465504,200
92,-8.892087097657473,200
93,-9.014432274345097,200
94,-10.703605540834952,200
95,-8.874630253852482,200
96,-9.576768909213458,200
97,-11.807608570062625,200
98,-14.355672371488907,200
99,-11.71970418602425,200
100,-11.753597495802206,200
101,-12.729361154800209,200
102,-7.850127541337895,200
103,-13.070559928442664,200
104,-9.169802560483474,200
105,-8.756918774796334,200
106,-11.943091044340129,200
107,-9.184275037007508,200
108,-9.327080825226673,200
109,-10.262713724041205,200
110,-12.222810232754052,200
111,-9.391934732919907,200
112,-10.260556374639435,200
113,-8.186870186679513,200
114,-9.043565017739818,200
115,-8.024355636592945,200
116,-10.577197329057618,200
117,-9.310896389693303,200
118,-9.48422336939946,200
119,-8.600092007803095,200
120,-10.768441774781499,200
121,-9.354508243965032,200
122,-9.666056510995922,200
123,-14.049191673853192,200
124,-10.378156397419932,200
125,-14.518211813155718,200
126,-9.96589838677504,200
127,-8.22189401784943,200
128,-9.933955872446825,200
129,-7.9303548390350125,200
130,-8.400311211477133,200
131,-9.96151266356926,200
132,-8.130395820216227,200
133,-11.049716564080022,200
134,-7.103514087475759,200
135,-11.086464447146943,200
136,-11.6012689521543,200
137,-8.226862697031912,200
138,-14.396307344366791,200
139,-11.620937226377846,200
140,-10.118995551347773,200
141,-14.61760492587254,200
142,-16.031599316430835,200
143,-9.270208082662448,200
144,-9.809776922816317,200
145,-8.516127682159786,200
146,-9.898550814384693,200
147,-8.422122213259078,200
148,-11.060789163509384,200
149,-10.270909205255414,200
150,-8.419801205826824,200
151,-13.596124359983879,200
152,-9.784707119145876,200
153,-9.941646786363826,200
154,-9.850408080355201,200
155,-12.951096590880326,200
156,-8.435394595127695,200
157,-8.338710673117072,200
158,-10.810567302557711,200
159,-9.303897423471824,200
160,-9.108788530790685,200
161,-8.615202495401139,200
162,-9.525963993058124,200
163,-16.771868577959616,200
164,-14.392692824080417,200
165,-14.51513915106039,200
166,-13.331362432096503,200
167,-9.349980195471185,200
168,-14.276988418302391,200
169,-8.160522828207293,200
170,-10.684574964505924,200
171,-13.33089207612516,200
172,-8.391118106909344,200
173,-12.901541735892497,200
174,-9.37296983198392,200
175,-13.016833831796836,200
176,-10.075920684632612,200
177,-12.938907431813922,200
178,-10.372299016029988,200
179,-9.848228825548867,200
180,-11.648817125669286,200
181,-8.534869259807769,200
182,-13.135182081443535,200
183,-9.599209300395387,200
184,-9.546235362927403,200
185,-9.487045988685605,200
186,-9.249925102497105,200
187,-15.313347935417665,200
188,-12.364638021595036,200
189,-12.581311871723004,200
190,-8.798778034427345,200
191,-9.42372885371796,200
192,-9.906828747791375,200
193,-10.19676372776367,200
194,-11.849197477845566,200
195,-10.212969785928228,200
196,-12.75309291153908,200
197,-9.285235696600596,200
198,-13.406665744713598,200
199,-8.53524512566878,200
200,-11.591218632883201,200
201,-12.25247136867857,200
202,-11.739898438175329,200
203,-8.773979153726946,200
204,-8.97758934081889,200
205,-8.33918250142909,200
206,-9.422205630773869,200
207,-14.42328115522551,200
208,-9.300921401344127,200
209,-10.37724632701555,200
210,-13.556012388461467,200
211,-12.834459659479116,200
212,-13.780869299008623,200
213,-10.6569139786771,200
214,-9.004961025772918,200
215,-9.879348119281598,200
216,-11.818910554715124,200
217,-9.000518238735971,200
218,-10.78186826311536,200
219,-11.60829908089732,200
220,-8.963175814403737,200
221,-12.64315847718088,200
222,-9.665984417267474,200
223,-9.856809893335845,200
224,-13.684714499215806,200
225,-10.05233817449049,200
226,-8.960586761440517,200
227,-14.60979877127564,200
228,-9.967984389688475,200
229,-11.255276605158537,200
230,-9.633220206688732,200
231,-9.158773321409894,200
232,-10.082681016847587,200
233,-12.730055310010524,200
234,-14.818506403347282,200
235,-7.6519213977998675,200
236,-8.871929655415894,200
237,-10.811138350524546,200
238,-12.008550848408776,200
239,-15.174724897925207,200
240,-11.698883672427792,200
241,-10.89955899229625,200
242,-10.708026307699221,200
243,-8.843885867190961,200
244,-9.014899818328324,200
245,-13.343610422839957,200
246,-8.986710337242984,200
247,-9.040944877405103,200
248,-11.800745938035696,200
249,-8.819097659658214,200
250,-8.990713240837174,200
251,-8.96633225536803,200
252,-13.091396508592883,200
253,-12.314493256998086,200
254,-11.75626172264232,200
255,-8.752719572225004,200
256,-10.850261550837732,200
257,-10.786705506599258,200
258,-8.868324364044147,200
259,-9.877326329967088,200
260,-9.695271953058704,200
261,-10.84959728178404,200
262,-10.370775434240915,200
263,-8.612764348675142,200
264,-8.597231801211642,200
265,-7.551081751056284,200
266,-10.676340278087844,200
267,-7.587764324093745,200
268,-12.891876081657216,200
269,-12.018641394925458,200
270,-9.185158953805571,200
271,-7.098280955841404,200
272,-9.30930418035588,200
273,-10.579364114785928,200
274,-13.417026069278991,200
275,-9.894747354013601,200
276,-8.958422363657453,200
277,-10.978500801949457,200
278,-9.019326409404131,200
279,-8.8336029519347,200
280,-13.659747591303686,200
281,-9.588964331400318,200
282,-8.8839081619046,200
283,-9.600912978489497,200
284,-9.561428478608358,200
285,-11.049672764747985,200
286,-11.203834018613318,200
287,-10.919852062950982,200
288,-10.962852013771052,200
289,-12.275977166992652,200
290,-11.389764709333857,200
291,-9.09403043217253,200
292,-10.994450541595178,200
293,-9.73841110286814,200
294,-12.204922517242576,200
295,-10.957830172731807,200
296,-7.633516209841183,200
297,-11.160967907712667,200
298,-9.800942960283813,200
299,-10.039459748868031,200
300,-9.920130006541855,200
301,-13.865724587578828,200
302,-11.960854231658503,200
303,-10.27696985468513,200
304,-8.607033351124732,200
305,-9.072719222022572,200
306,-13.619990860819804,200
307,-12.43966612114306,200
308,-8.981456006930733,200
309,-9.959608550237729,200
310,-14.564428429047432,200
311,-9.122186936534758,200
312,-8.957973053709896,200
313,-10.015267230591155,200
314,-10.252509308547797,200
315,-9.047561134790596,200
316,-9.072651314063966,200
317,-8.820827342561232,200
318,-9.21386537639163,200
319,-9.555234787536527,200
320,-9.058184652164904,200
321,-9.932973968340931,200
322,-9.044577649094608,200
323,-10.988264539117845,200
324,-9.838945963327062,200
325,-9.067384126052493,200
326,-8.983372988589249,200
327,-8.794635300701525,200
328,-8.960267705569057,200
329,-11.0547130092544,200
330,-10.23890275871813,200
331,-9.05230141344586,200
332,-13.135957056552066,200
333,-9.252822853693997,200
334,-8.919479842261286,200
335,-8.201124074157859,200
336,-8.999626276570917,200
337,-7.65596237235745,200
338,-9.16524485105826,200
339,-8.933204651558148,200
340,-8.131600317358508,200
341,-9.150766856960052,200
342,-10.035219035447415,200
343,-9.62878346023088,200
344,-9.082583679041594,200
345,-7.710667825592068,200
346,-7.757993601084123,200
347,-8.935776341113137,200
348,-10.43144338146156,200
349,-10.032351329807481,200
350,-7.6204973591019485,200
351,-8.077750572239488,200
352,-10.773772592398881,200
353,-12.655356654679904,200
354,-10.971543579981372,200
355,-9.111315486268907,200
356,-9.796424293643913,200
357,-9.958701194043481,200
358,-8.748342017369778,200
359,-10.627790503346784,200
360,-9.997556115921089,200
361,-12.474801475393992,200
362,-7.62397956031454,200
363,-11.5205900949288,200
364,-9.024312784787572,200
365,-11.218994692392803,200
366,-10.225345082530175,200
367,-9.113580119830072,200
368,-9.04190517240638,200
369,-10.961176303582343,200
370,-12.690523331133045,200
371,-9.988667406672374,200
372,-8.709780605972325,200
373,-8.866379652058415,200
374,-8.169167253366325,200
375,-8.950876097592603,200
376,-9.918501085019415,200
377,-9.825609492727013,200
378,-7.595940617500175,200
379,-10.223000295658945,200
380,-8.86352453984086,200
381,-9.226773023198723,200
382,-11.94468246891348,200
383,-11.296920090866143,200
384,-9.843163412215285,200
385,-8.70562467224682,200
386,-8.866732822418218,200
387,-9.06874715979343,200
388,-10.001225517413783,200
389,-7.7793905987144845,200
390,-10.589430221542854,200
391,-11.959259413870292,200
392,-9.114122498585388,200
393,-11.432470397883428,200
394,-9.155085167667957,200
395,-10.103858685728227,200
396,-10.879509779726051,200
397,-9.835694837427548,200
398,-10.171171017500912,200
399,-9.998091688204,200
400,-10.006652851063638,200
401,-9.182855172731998,200
402,-9.811852657687307,200
403,-8.858865431191376,200
404,-7.984528325625529,200
405,-12.231255964926497,200
406,-8.95701973955701,200
407,-11.550369565247664,200
408,-12.088200943672522,200
409,-10.827141753336605,200
410,-7.823693662762468,200
411,-11.443587738177756,200
412,-11.289331905504543,200
413,-9.341505737993467,200
414,-8.72171513983259,200
415,-9.094550536070987,200
416,-10.873413709610048,200
417,-11.192722053415402,200
418,-9.067182636127136,200
419,-8.890246699178908,200
420,-9.21202517115977,200
421,-10.290512873749188,200
422,-9.035110527421931,200
423,-9.843530798007313,200
424,-9.428285347168652,200
425,-7.907887718170601,200
426,-8.908315664838586,200
427,-11.181979851768219,200
428,-11.304397727837502,200
429,-9.166048907199537,200
430,-7.883817789829715,200
431,-7.84833968925652,200
432,-9.128164090838352,200
433,-9.310162422475615,200
434,-8.930299661229462,200
435,-10.220587960581437,200
436,-10.169277785834662,200
437,-9.005872691275293,200
438,-8.978926973224409,200
439,-9.550729042983077,200
440,-13.305176149654635,200
441,-9.03727746279771,200
442,-7.910646040839241,200
443,-11.15328613908865,200
444,-7.881899945713691,200
445,-9.657578646853228,200
446,-10.064488529312227,200
447,-8.721624769271374,200
448,-10.072146265060521,200
449,-8.955117650929184,200
450,-7.92437765531163,200
451,-10.138441533173205,200
